ID del Cliente,Zona,Canal,Producto,Monto de Venta,Edad del Cliente,¿Capacitado?,Inversión en Publicidad,Mes,Asesor,% Cumplimiento Objetivo,% Clientes Nuevos,Participación en Campañas,Antigüedad del Asesor (meses)
C00489,Este,Unknown,Ahorro Plus,23828.55,63,Sí,4256.78,Mayo,A22,90.79,0.76,Baja,46
C00490,Centro,Digital,Inversión Segura,11860.58,41,Desconocido,2971.64,Enero,A8,91.16,0.39,Media,3
C00491,Norte,Digital,Ahorro Plus,10570.23,33,Sí,2488.32,Mayo,A9,98.89,0.44,Ninguna,29
C00492,,Digital,Ahorro Plus,14544.13,30,Desconocido,2228.45,Mayo,A20,111.28,0.43,Baja,47
C00493,,Sucursal,Ahorro Plus,25229.09,42,No,3170.6,Febrero,A37,111.89,0.4,Media,27
C00494,,Unknown,Inversión Segura,18855.19,69,No,2640.39,Marzo,A6,110.11,0.84,Media,5
C00495,Oeste,Agente,Plan Retiro,10475.43,21,Sí,2412.24,Febrero,A14,103.06,0.76,Media,59
C00496,Norte,Agente,Plan Retiro,22275.3,28,Sí,1617.84,Marzo,A37,121.28,0.19,Alta,56
C00497,,Unknown,Plan Retiro,6724.69,49,Sí,3959.36,Mayo,A10,96.57,0.19,Media,31
C00498,,Unknown,Inversión Segura,25682.8,66,Sí,2861.98,Marzo,A28,94.88,0.44,Media,22
C00499,,Unknown,Plan Retiro,19282.25,24,Sí,1914.76,Mayo,A12,123.66,0.18,Media,35
C00500,Sur,Unknown,Inversión Segura,23817.79,63,No,2728.76,Mayo,A15,49.11,0.6,Baja,54
C00501,,Digital,Plan Retiro,6761.01,28,Sí,3549.13,Febrero,A15,86.79,0.21,Media,7
C00502,Norte,Agente,Plan Retiro,15847.21,45,No,3028.84,Febrero,A32,108.79,0.52,Ninguna,6
C00503,Norte,Unknown,Ahorro Plus,14330.56,58,No,3190.99,Abril,A31,104.7,0.11,Alta,26
C00504,Este,Digital,Inversión Segura,9965.1,40,Sí,3042.55,Enero,A44,128.48,0.35,Media,54
C00505,,Sucursal,Ahorro Plus,8519.88,62,Desconocido,1723.14,Abril,A29,91.61,0.64,Baja,1
C00506,,Unknown,Ahorro Plus,17535.41,40,Sí,3948.51,Abril,A42,83.54,0.49,Media,19
C00507,Sur,Digital,Ahorro Plus,17988.66,67,Sí,1291.75,Marzo,A14,85.02,0.88,Media,7
C00508,Norte,Digital,Inversión Segura,21499.87,45,No,3461.54,Mayo,A28,94.77,0.8,Alta,36
C00509,Este,Sucursal,Inversión Segura,12482.89,60,No,3615.57,Mayo,A26,114.32,0.39,Media,12
C00510,,Call Center,Plan Retiro,14291.95,64,Sí,2780.16,Mayo,A35,114.51,0.14,Alta,20
C00511,Sur,Agente,Ahorro Plus,8087.7,43,Sí,3353.42,Enero,A6,89.16,0.78,Ninguna,23
C00512,,Unknown,Plan Retiro,22703.93,42,No,2722.86,Marzo,A38,93.8,0.83,Media,25
C00513,,Unknown,Ahorro Plus,15347.74,-1,Sí,3365.5,Marzo,A42,80.83,0.76,Ninguna,30
C00514,Este,Call Center,Inversión Segura,18612.94,36,No,3992.92,Mayo,A13,82.39,0.2,Desconocido,59
C00515,Sur,Unknown,Inversión Segura,18789.53,50,Desconocido,2207.87,Abril,A4,105.69,0.9,Media,29
C00516,,Digital,Inversión Segura,22295.54,53,Desconocido,3673.96,Enero,A7,114.03,0.31,Media,31
C00517,Oeste,Sucursal,Ahorro Plus,10843.0,31,Sí,4692.4,Abril,A44,79.54,0.68,Ninguna,18
C00518,Oeste,Sucursal,Inversión Segura,18487.93,31,Sí,3264.57,Febrero,A18,93.64,0.83,Ninguna,41
C00519,Sur,Agente,Ahorro Plus,14874.96,52,Sí,2496.9,Marzo,A49,86.35,0.29,Alta,19
C00520,,Call Center,Plan Retiro,25528.39,47,Sí,5263.23,Marzo,A3,102.96,0.83,Media,54
C00521,Este,Unknown,Ahorro Plus,10828.18,45,Sí,3088.71,Abril,A36,84.17,0.35,Media,4
C00522,Oeste,Agente,Plan Retiro,20857.13,34,Sí,3231.53,Enero,A43,61.1,0.88,Alta,1
C00523,Este,Digital,Ahorro Plus,16751.71,20,Desconocido,3252.37,Marzo,A7,105.06,0.33,Media,41
C00524,Oeste,Agente,Plan Retiro,16489.28,33,Desconocido,3447.86,Abril,A35,85.45,0.86,Ninguna,59
C00525,,Unknown,Inversión Segura,15270.1,63,Sí,2661.13,Enero,A5,87.01,0.14,Media,15
C00526,,Sucursal,Plan Retiro,21733.33,47,Sí,3189.99,Abril,A31,96.53,0.67,Baja,54
C00527,,Sucursal,Inversión Segura,16319.26,69,Sí,3952.18,Enero,A19,95.29,0.53,Baja,8
C00528,Oeste,Unknown,Inversión Segura,7377.92,46,Sí,2626.6,Mayo,A27,96.84,0.48,Media,15
C00529,,Unknown,Plan Retiro,21097.52,62,No,2580.01,Enero,A42,65.55,0.28,Alta,15
C00530,,Unknown,Ahorro Plus,20181.01,32,No,2707.92,Febrero,A4,98.34,0.66,Baja,50
C00531,,Digital,Ahorro Plus,17935.69,63,No,1902.23,Mayo,A1,61.36,0.25,Ninguna,39
C00532,,Unknown,Ahorro Plus,9357.63,42,No,2317.16,Abril,A37,101.54,0.54,Baja,22
C00533,Oeste,Call Center,Ahorro Plus,10134.42,68,No,2276.42,Mayo,A21,106.78,0.3,Alta,18
C00534,Sur,Agente,Ahorro Plus,5612.79,55,No,2999.48,Mayo,A49,69.47,0.86,Alta,16
C00535,,Unknown,Inversión Segura,17301.65,59,Sí,3836.15,Abril,A44,94.93,0.12,Alta,2
C00536,Centro,Digital,Ahorro Plus,8252.26,64,No,4453.71,Abril,A15,105.86,0.26,Media,36
C00537,,Unknown,Inversión Segura,6406.25,69,No,3057.19,Febrero,A17,83.26,0.29,Baja,20
C00538,,Agente,Inversión Segura,21374.95,55,Sí,3456.47,Abril,A40,100.1,0.43,Alta,16
C00539,,Unknown,Inversión Segura,18840.9,40,Sí,3243.39,Marzo,A10,48.22,0.29,Ninguna,3
C00540,Norte,Agente,Plan Retiro,13334.14,42,Sí,906.56,Marzo,A20,106.47,0.49,Media,56
C00541,,Call Center,Plan Retiro,14329.77,59,Desconocido,1852.11,Febrero,A39,90.45,0.8,Baja,30
C00542,,Digital,Inversión Segura,2963.28,24,Sí,3761.26,Enero,A10,86.13,0.67,Ninguna,55
C00543,,Agente,Plan Retiro,19583.72,39,Sí,3858.49,Enero,A26,104.76,0.56,Alta,2
C00544,,Unknown,Ahorro Plus,11536.34,34,Sí,3835.61,Marzo,A22,115.94,0.17,Ninguna,35
C00545,,Unknown,Ahorro Plus,16651.45,35,No,2822.19,Abril,A34,97.29,0.66,Alta,26
C00546,Centro,Sucursal,Inversión Segura,2557.19,66,Sí,1005.17,Febrero,A5,114.13,0.23,Media,57
C00547,,Unknown,Ahorro Plus,19887.84,58,Desconocido,1971.48,Enero,A14,66.7,0.73,Ninguna,5
C00548,Centro,Unknown,Inversión Segura,11235.78,27,No,,Enero,A6,99.99,0.3,Ninguna,2
C00549,Oeste,Unknown,Inversión Segura,8119.79,27,No,3628.77,Mayo,A23,88.02,0.43,Media,51
C00550,Oeste,Sucursal,Ahorro Plus,13301.99,24,No,2642.63,Marzo,A36,78.18,0.38,Media,56
C00551,,Unknown,Plan Retiro,12018.02,65,Sí,4690.4,Abril,A50,61.07,0.79,Baja,20
C00552,Sur,Agente,Ahorro Plus,20371.34,67,Sí,4467.64,Febrero,A25,99.18,0.2,Ninguna,34
C00553,,Agente,Ahorro Plus,12898.02,55,No,4673.7,Enero,A24,103.13,0.55,Alta,34
C00554,Norte,Agente,Inversión Segura,21813.09,44,Sí,2083.49,Mayo,A31,110.13,0.21,Ninguna,54
C00555,,Sucursal,Inversión Segura,16650.71,69,Sí,3490.89,Marzo,A50,107.65,0.66,Media,56
C00556,Este,Unknown,Inversión Segura,19471.84,50,No,2522.48,Marzo,A40,78.42,0.82,Media,55
C00557,Norte,Sucursal,Inversión Segura,14989.17,18,Sí,3327.87,Febrero,A1,109.36,0.45,Media,20
C00558,,Agente,Plan Retiro,21360.29,61,Desconocido,2194.39,Enero,A15,110.95,0.49,Media,50
C00559,,Unknown,Plan Retiro,9231.88,51,Sí,4226.16,Febrero,A34,86.1,0.84,Ninguna,25
C00560,Este,Unknown,Plan Retiro,15568.12,21,No,2213.07,Febrero,A8,90.43,0.52,Media,20
C00561,Este,Unknown,Inversión Segura,13017.82,34,No,1052.76,Mayo,A15,75.99,0.49,Ninguna,25
C00562,,Unknown,Inversión Segura,21983.14,21,No,5033.78,Marzo,A11,112.21,0.56,Alta,53
C00563,Sur,Unknown,Inversión Segura,22495.17,60,Sí,3442.5,Abril,A22,67.32,0.65,Baja,14
C00564,,Call Center,Plan Retiro,15002.11,43,No,1930.87,Marzo,A9,98.02,0.19,Ninguna,47
C00565,,Digital,Inversión Segura,8542.44,21,No,2837.73,Marzo,A36,81.05,0.76,Baja,44
C00566,,Unknown,Ahorro Plus,N/A,18,No,2423.14,Mayo,A9,73.38,0.45,Baja,43
C00567,,Sucursal,Ahorro Plus,6676.95,24,Sí,3005.74,Abril,A23,61.88,0.16,Media,43
C00568,Sur,Unknown,Inversión Segura,23130.71,47,No,3802.78,Enero,A25,86.77,0.73,Ninguna,39
C00569,,Call Center,Ahorro Plus,12634.15,67,No,3645.78,Abril,A24,71.03,0.4,Ninguna,12
C00570,Sur,Unknown,Ahorro Plus,14847.15,26,Sí,3253.73,Enero,A22,90.85,0.18,Alta,48
C00571,Centro,Call Center,Plan Retiro,11595.24,52,Desconocido,3005.25,Abril,A12,116.54,0.61,Ninguna,5
C00572,,Unknown,Inversión Segura,10491.09,25,Sí,4078.67,Febrero,A37,92.99,0.8,Media,2
C00573,Este,Unknown,Inversión Segura,18686.46,41,No,1074.54,Abril,A41,119.96,0.81,Desconocido,54
C00574,,Unknown,Plan Retiro,14206.92,36,No,2251.07,Mayo,A38,75.27,0.87,Ninguna,16
C00575,,Unknown,Ahorro Plus,15212.41,53,No,2021.34,Enero,A18,70.79,0.79,Media,55
C00576,,Digital,Ahorro Plus,9980.54,67,No,4006.26,Marzo,A43,74.59,0.1,Ninguna,30
C00577,Norte,Unknown,Inversión Segura,19280.3,69,Desconocido,2260.91,Mayo,A40,89.02,0.4,Alta,47
C00578,Sur,Sucursal,Ahorro Plus,19788.95,60,Sí,1714.04,Enero,A3,130.84,0.75,Alta,43
C00579,,Sucursal,Plan Retiro,13955.36,44,Sí,3549.33,Enero,A41,65.07,0.39,Media,38
C00580,Norte,Agente,Plan Retiro,21339.61,49,Sí,2091.25,Marzo,A33,99.29,0.58,Alta,45
C00581,,Unknown,Inversión Segura,14479.38,31,No,2649.27,Febrero,A32,79.5,0.59,Baja,51
C00582,,Sucursal,Plan Retiro,18898.78,35,No,5381.14,Mayo,A2,86.64,0.39,Alta,42
C00583,Norte,Digital,Plan Retiro,6885.36,45,Sí,3787.14,Marzo,A23,71.13,0.82,Media,24
C00584,,Unknown,Inversión Segura,16767.15,-1,Sí,2788.96,Marzo,A10,103.19,0.5,Alta,51
C00585,Oeste,Digital,Plan Retiro,13642.59,33,Sí,2878.87,Febrero,A33,89.34,0.47,Alta,30
C00586,,Sucursal,Plan Retiro,N/A,52,No,3907.49,Mayo,A26,106.31,0.9,Baja,37
C00587,,Sucursal,Plan Retiro,15553.41,64,Sí,3662.87,Marzo,A46,-5.0,0.49,Alta,57
C00588,Oeste,Agente,Ahorro Plus,15628.5,48,Sí,3075.6,Febrero,A43,61.03,0.24,Baja,59
C00589,,Sucursal,Inversión Segura,18078.5,21,No,3103.56,Mayo,A43,106.45,0.51,Ninguna,53
C00590,Oeste,Unknown,Inversión Segura,12174.13,54,No,1520.15,Abril,A14,59.8,0.75,Baja,39
C00591,Oeste,Unknown,Inversión Segura,N/A,34,No,1309.99,Enero,A25,61.95,0.72,Ninguna,11
C00592,Este,Unknown,Ahorro Plus,21162.62,56,No,2823.18,Febrero,A15,76.24,0.73,Alta,14
C00593,Sur,Unknown,Ahorro Plus,7949.29,65,Sí,2366.71,Enero,A26,76.44,0.67,Alta,23
C00594,Sur,Agente,Inversión Segura,11097.3,63,No,,Abril,A32,-5.0,0.3,Ninguna,53
C00595,Este,Agente,Ahorro Plus,11307.32,43,No,3197.18,Marzo,A28,87.43,0.79,Baja,16
C00596,,Sucursal,Inversión Segura,9539.77,65,Desconocido,2227.23,Marzo,A46,108.71,0.81,Baja,50
C00597,Centro,Call Center,Ahorro Plus,12626.51,56,Sí,3163.2,Mayo,A17,81.48,0.26,Baja,21
C00598,,Call Center,Plan Retiro,20165.59,58,Sí,2581.77,Febrero,A33,94.76,0.2,Media,55
C00599,Norte,Agente,Plan Retiro,22237.93,21,Sí,5066.6,Febrero,A23,97.11,0.88,Alta,55
C00600,Norte,Sucursal,Inversión Segura,15530.87,47,Sí,3386.24,Mayo,A21,100.44,0.79,Baja,4
C00601,Oeste,Call Center,Ahorro Plus,13378.82,47,No,1439.39,Enero,A25,83.03,0.81,Baja,33
C00602,,Sucursal,Ahorro Plus,19014.62,39,Sí,4820.52,Marzo,A10,84.33,0.81,Media,54
C00603,,Sucursal,Plan Retiro,3180.16,28,No,2366.85,Marzo,A6,85.53,0.53,Ninguna,47
C00604,Sur,Sucursal,Plan Retiro,9724.11,19,Sí,2025.26,Febrero,A45,65.21,0.62,Media,14
C00605,,Unknown,Ahorro Plus,3391.85,61,Sí,5143.69,Febrero,A31,88.74,0.54,Alta,19
C00606,,Unknown,Ahorro Plus,9671.5,29,No,3345.84,Mayo,A20,84.24,0.14,Ninguna,59
C00607,,Sucursal,Ahorro Plus,11164.91,47,Sí,3700.77,Abril,A12,98.7,0.7,Baja,5
C00608,,Unknown,Ahorro Plus,22388.41,53,Sí,3733.06,Enero,A12,91.37,0.5,Media,36
C00609,,Agente,Ahorro Plus,1194.69,35,No,2794.01,Abril,A4,110.05,0.62,Alta,31
C00610,,Call Center,Ahorro Plus,12916.49,43,No,2427.59,Abril,A35,91.05,0.5,Alta,45
C00611,Oeste,Unknown,Inversión Segura,18097.83,24,Sí,2590.74,Febrero,A39,81.57,0.49,Baja,18
C00612,,Unknown,Ahorro Plus,17053.65,18,Desconocido,4608.87,Febrero,A5,90.87,0.24,Media,44
C00613,,Call Center,Plan Retiro,22308.69,43,No,3203.79,Febrero,A13,100.86,0.32,Ninguna,31
C00614,Este,Unknown,Inversión Segura,15805.26,40,No,4312.92,Abril,A31,63.4,0.23,Ninguna,55
C00615,,Unknown,Ahorro Plus,16871.39,43,Sí,2923.55,Enero,A19,79.27,0.26,Ninguna,30
C00616,,Call Center,Plan Retiro,5807.47,62,Sí,2244.62,Febrero,A32,79.59,0.88,Media,21
C00617,,Unknown,Inversión Segura,10058.66,23,Sí,1557.78,Marzo,A27,96.16,0.22,Baja,47
C00618,Centro,Call Center,Plan Retiro,6086.48,23,Sí,3648.0,Enero,A31,97.91,0.32,Media,30
C00619,Oeste,Call Center,Ahorro Plus,17863.04,61,Sí,4694.1,Marzo,A10,91.52,0.57,Alta,55
C00620,,Unknown,Ahorro Plus,16743.45,-1,Desconocido,2114.03,Enero,A16,52.82,0.59,Alta,41
C00621,Este,Call Center,Ahorro Plus,16567.69,41,No,3513.37,Febrero,A14,65.22,0.22,Media,4
C00622,,Call Center,Ahorro Plus,10592.83,39,Sí,1624.38,Mayo,A3,86.42,0.73,Ninguna,5
C00623,Norte,Unknown,Inversión Segura,10135.25,36,No,2444.3,Febrero,A34,82.48,0.73,Alta,41
C00624,,Agente,Inversión Segura,16047.23,54,Sí,3267.94,Abril,A32,90.08,0.29,Alta,45
C00625,Norte,Sucursal,Plan Retiro,11653.07,35,No,1271.71,Abril,A26,82.96,0.33,Ninguna,10
C00626,Oeste,Digital,Ahorro Plus,9897.98,48,No,2981.98,Enero,A45,112.97,0.85,Alta,27
C00627,Este,Unknown,Plan Retiro,12458.05,54,No,2163.3,Abril,A8,55.59,0.76,Baja,16
C00628,Sur,Digital,Inversión Segura,11696.29,47,Desconocido,3604.76,Febrero,A2,94.54,0.66,Media,30
C00629,,Digital,Ahorro Plus,10666.39,59,Sí,2834.6,Marzo,A19,102.42,0.17,Alta,13
C00630,Centro,Unknown,Ahorro Plus,8871.16,50,No,3939.44,Febrero,A5,100.52,0.43,Ninguna,36
C00631,Sur,Sucursal,Inversión Segura,17243.45,27,Desconocido,2720.4,Enero,A24,101.81,0.55,Alta,21
C00632,Oeste,Unknown,Inversión Segura,22780.25,54,No,1637.62,Abril,A22,103.97,0.25,Media,45
C00633,,Sucursal,Inversión Segura,14804.98,29,No,1513.04,Marzo,A18,80.94,0.46,Desconocido,53
C00634,Centro,Unknown,Inversión Segura,16112.17,47,Desconocido,1090.99,Mayo,A24,73.48,0.58,Alta,40
C00635,,Unknown,Inversión Segura,17681.89,44,Sí,3632.96,Marzo,A39,59.48,0.36,Alta,45
C00636,,Sucursal,Ahorro Plus,16832.83,56,Desconocido,5557.73,Marzo,A39,84.56,0.72,Alta,15
C00637,Centro,Call Center,Inversión Segura,10765.44,26,Sí,3435.24,Febrero,A2,78.34,0.77,Alta,20
C00638,Oeste,Agente,Ahorro Plus,23599.23,38,No,4672.05,Mayo,A7,107.42,0.36,Desconocido,20
C00639,,Call Center,Ahorro Plus,11213.45,29,No,4133.57,Enero,A22,85.69,0.77,Media,45
C00640,,Agente,Inversión Segura,18240.44,46,Sí,2481.66,Enero,A38,74.54,0.18,Media,55
C00641,Norte,Unknown,Inversión Segura,17650.96,50,No,4265.32,Marzo,A10,72.17,0.77,Media,59
C00642,,Agente,Ahorro Plus,5207.79,60,Sí,2521.43,Marzo,A6,119.83,0.22,Ninguna,5
C00643,Norte,Unknown,Inversión Segura,13205.77,32,Desconocido,2541.29,Abril,A20,89.67,0.17,Ninguna,54
C00644,Centro,Unknown,Inversión Segura,15283.14,19,No,2791.41,Mayo,A26,78.28,0.61,Baja,54
C00645,Norte,Digital,Inversión Segura,15665.76,69,No,2838.8,Marzo,A24,91.86,0.48,Ninguna,32
C00646,Oeste,Unknown,Plan Retiro,16507.1,56,No,3661.37,Abril,A47,118.45,0.83,Media,6
C00647,,Unknown,Ahorro Plus,18788.31,61,No,2329.11,Mayo,A21,84.15,0.39,Media,30
C00648,,Digital,Plan Retiro,14962.42,35,Sí,3889.1,Enero,A26,100.31,0.33,Baja,26
C00649,,Agente,Inversión Segura,16773.09,20,Sí,3874.74,Abril,A42,107.8,0.5,Baja,37
C00650,Norte,Agente,Plan Retiro,14775.23,24,No,3342.96,Mayo,A16,61.63,0.46,Media,13
C00651,Norte,Unknown,Inversión Segura,9913.33,60,Sí,4939.61,Abril,A43,80.42,0.38,Media,29
C00652,Centro,Call Center,Plan Retiro,15162.01,35,Sí,4287.39,Marzo,A16,105.92,0.65,Ninguna,5
C00653,,Unknown,Inversión Segura,18745.45,61,Sí,4069.73,Febrero,A20,79.51,0.71,Ninguna,25
C00654,Sur,Call Center,Plan Retiro,20543.94,55,Sí,3066.15,Enero,A19,96.22,0.78,Media,13
C00655,Norte,Unknown,Plan Retiro,17686.58,54,No,3351.77,Marzo,A4,78.62,0.88,Baja,24
C00656,Oeste,Digital,Plan Retiro,21671.75,50,No,3523.81,Marzo,A35,83.32,0.31,Alta,31
C00657,,Unknown,Ahorro Plus,17094.32,61,No,3013.24,Mayo,A14,81.49,0.67,Alta,20
C00658,,Sucursal,Plan Retiro,19319.4,48,Sí,2624.43,Abril,A21,99.55,0.42,Media,55
C00659,Norte,Agente,Ahorro Plus,19686.96,28,Sí,594.29,Enero,A42,-5.0,0.64,Media,8
C00660,Oeste,Call Center,Inversión Segura,13883.25,21,Sí,3717.77,Marzo,A19,91.48,0.48,Alta,9
C00661,Oeste,Unknown,Plan Retiro,18630.02,35,No,4041.45,Mayo,A7,127.61,0.9,Ninguna,21
C00662,,Digital,Inversión Segura,10296.78,21,No,1838.88,Enero,A22,116.1,0.68,Media,51
C00663,Sur,Call Center,Inversión Segura,16749.06,66,Desconocido,3605.17,Abril,A12,60.28,0.86,Media,20
C00664,Oeste,Unknown,Plan Retiro,17885.13,51,No,2408.47,Marzo,A8,83.35,0.77,Alta,15
C00665,,Agente,Ahorro Plus,20255.48,46,No,2633.47,Marzo,A14,126.4,0.82,Alta,26
C00666,Oeste,Unknown,Plan Retiro,19103.8,-1,No,4310.76,Marzo,A39,81.38,0.75,Ninguna,54
C00667,Oeste,Agente,Inversión Segura,20320.57,39,Desconocido,2009.37,Enero,A31,121.32,0.47,Baja,42
C00668,Oeste,Unknown,Inversión Segura,14503.1,19,No,2007.85,Enero,A20,83.61,0.3,Ninguna,11
C00669,,Sucursal,Plan Retiro,13273.03,61,Sí,4804.83,Enero,A47,86.49,0.4,Ninguna,37
C00670,,Unknown,Ahorro Plus,13625.51,23,No,2854.44,Enero,A22,-5.0,0.12,Media,41
C00671,Sur,Digital,Ahorro Plus,16331.42,59,No,4246.55,Mayo,A28,88.65,0.52,Alta,11
C00672,Norte,Call Center,Inversión Segura,5956.26,42,No,1401.3,Febrero,A50,97.42,0.5,Ninguna,27
C00673,Oeste,Digital,Inversión Segura,21658.78,38,Sí,1481.4,Mayo,A35,113.62,0.52,Ninguna,30
C00674,,Unknown,Ahorro Plus,15219.37,33,No,2087.06,Marzo,A32,101.38,0.88,Baja,19
C00675,Norte,Unknown,Plan Retiro,12924.99,48,Desconocido,2518.54,Mayo,A13,92.12,0.83,Baja,34
C00676,Sur,Agente,Inversión Segura,2351.42,31,Sí,1596.71,Abril,A17,115.1,0.23,Baja,38
C00677,Este,Unknown,Ahorro Plus,14815.93,56,No,3369.3,Enero,A41,103.15,0.4,Media,23
C00678,Norte,Unknown,Inversión Segura,14007.62,45,Sí,3434.59,Abril,A37,79.0,0.44,Media,53
C00679,Norte,Unknown,Plan Retiro,10514.77,49,Sí,2101.86,Abril,A9,119.7,0.39,Ninguna,1
C00680,,Unknown,Ahorro Plus,11634.77,45,Sí,2181.4,Marzo,A42,99.64,0.74,Baja,3
C00681,Centro,Unknown,Inversión Segura,14866.82,68,Sí,2313.22,Enero,A36,86.79,0.52,Alta,3
C00682,,Digital,Plan Retiro,12058.82,66,No,1835.11,Abril,A46,59.69,0.56,Media,28
C00683,,Agente,Inversión Segura,17859.39,26,Sí,104.44,Marzo,A7,69.34,0.78,Alta,14
C00684,,Call Center,Plan Retiro,11256.08,62,Sí,2914.96,Enero,A34,115.5,0.74,Alta,52
C00685,,Unknown,Plan Retiro,15773.04,39,Sí,2569.56,Febrero,A30,116.09,0.21,Ninguna,30
C00686,Centro,Call Center,Ahorro Plus,20900.23,49,Sí,2671.85,Marzo,A18,91.28,0.67,Alta,58
C00687,,Digital,Plan Retiro,14817.02,22,Sí,1988.2,Mayo,A37,63.45,0.45,Alta,54
C00688,,Unknown,Inversión Segura,16779.89,40,No,3810.5,Enero,A13,73.7,0.34,Media,5
C00689,Sur,Unknown,Plan Retiro,16463.26,22,Sí,5425.39,Abril,A45,65.64,0.14,Baja,49
C00690,Centro,Sucursal,Plan Retiro,15039.98,59,No,2165.92,Abril,A38,65.1,0.49,Media,15
C00691,Norte,Digital,Ahorro Plus,14664.96,49,No,4399.7,Mayo,A46,120.4,0.38,Alta,38
C00692,,Digital,Plan Retiro,12143.13,27,Sí,3366.65,Mayo,A24,120.9,0.3,Alta,14
C00693,Oeste,Agente,Plan Retiro,15755.06,56,No,3035.42,Abril,A1,73.19,0.66,Alta,14
C00694,,Call Center,Inversión Segura,13583.66,32,Sí,2655.88,Enero,A50,89.87,0.72,Media,57
C00695,Norte,Digital,Ahorro Plus,22730.45,24,Sí,2916.78,Marzo,A50,70.73,0.3,Alta,59
C00696,,Digital,Ahorro Plus,19055.72,46,Sí,4149.59,Mayo,A32,89.77,0.14,Ninguna,49
C00697,Oeste,Unknown,Ahorro Plus,7736.02,64,Sí,1861.92,Mayo,A33,114.59,0.78,Media,8
C00698,Oeste,Unknown,Plan Retiro,8014.21,20,No,2724.99,Mayo,A23,106.18,0.11,Alta,8
C00699,Centro,Unknown,Ahorro Plus,14347.7,36,No,4249.0,Febrero,A2,102.13,0.85,Baja,19
C00700,Sur,Unknown,Plan Retiro,13023.47,27,Sí,3983.71,Enero,A44,87.09,0.6,Media,32
C00701,,Unknown,Plan Retiro,N/A,45,No,1877.41,Enero,A19,108.93,0.36,Baja,31
C00702,,Sucursal,Inversión Segura,18255.81,46,Sí,2817.41,Enero,A50,99.7,0.3,Alta,29
C00703,Centro,Unknown,Inversión Segura,16578.68,32,No,3728.01,Enero,A25,96.06,0.11,Media,41
C00704,,Agente,Inversión Segura,16528.15,52,Sí,3663.43,Enero,A46,88.27,0.29,Baja,11
C00705,Centro,Sucursal,Inversión Segura,22230.97,-1,Sí,3975.13,Abril,A28,94.78,0.21,Ninguna,45
C00706,Centro,Unknown,Inversión Segura,8055.54,29,Sí,3384.29,Mayo,A23,94.32,0.59,Alta,13
C00707,Centro,Unknown,Plan Retiro,15519.69,64,Sí,3551.95,Abril,A35,81.88,0.23,Media,27
C00708,Sur,Unknown,Plan Retiro,12104.74,55,No,3342.8,Febrero,A25,78.38,0.52,Media,56
C00709,Centro,Call Center,Ahorro Plus,22177.18,30,No,4579.73,Marzo,A23,75.05,0.57,Ninguna,19
C00710,Este,Unknown,Plan Retiro,3953.24,46,Sí,2578.19,Mayo,A40,76.01,0.34,Ninguna,26
C00711,,Agente,Plan Retiro,4172.59,36,No,3048.19,Febrero,A26,87.18,0.13,Alta,53
C00712,,Unknown,Inversión Segura,16523.18,20,No,1985.03,Abril,A26,84.71,0.13,Alta,51
C00713,Norte,Agente,Plan Retiro,20631.48,25,No,1787.98,Marzo,A42,80.69,0.12,Media,37
C00714,,Agente,Inversión Segura,18866.27,25,Sí,3324.96,Febrero,A20,79.58,0.69,Alta,48
C00715,,Agente,Ahorro Plus,10995.1,37,No,2275.81,Marzo,A28,94.38,0.35,Media,9
C00716,,Unknown,Ahorro Plus,22532.11,64,Desconocido,2942.31,Febrero,A27,110.66,0.74,Alta,28
C00717,Sur,Agente,Plan Retiro,8842.66,21,No,4617.75,Abril,A9,89.84,0.45,Baja,32
C00718,Norte,Agente,Ahorro Plus,21537.42,68,Sí,4559.94,Marzo,A50,88.86,0.46,Ninguna,52
C00719,Oeste,Call Center,Plan Retiro,9503.86,38,Sí,5224.04,Febrero,A13,75.98,0.51,Ninguna,54
C00720,Este,Sucursal,Ahorro Plus,13240.88,20,Sí,4637.65,Abril,A5,86.65,0.67,Media,3
C00721,,Digital,Inversión Segura,18196.35,62,No,5403.02,Mayo,A46,107.86,0.32,Media,51
C00722,,Sucursal,Inversión Segura,7668.96,25,No,3436.53,Abril,A1,105.56,0.2,Ninguna,32
C00723,Norte,Agente,Inversión Segura,22345.12,40,Sí,2096.98,Abril,A25,104.52,0.54,Alta,5
C00724,,Call Center,Inversión Segura,13210.28,33,No,1999.61,Mayo,A5,104.04,0.36,Baja,8
C00725,Norte,Unknown,Plan Retiro,15686.38,30,No,4396.33,Abril,A9,96.55,0.45,Media,14
C00726,Este,Call Center,Ahorro Plus,20811.0,20,No,3051.63,Mayo,A3,96.02,0.62,Alta,56
C00727,,Agente,Plan Retiro,11034.37,65,No,3126.13,Mayo,A50,93.67,0.5,Media,3
C00728,Oeste,Call Center,Inversión Segura,20304.07,26,No,2450.93,Mayo,A24,83.75,0.6,Alta,24
C00729,Centro,Unknown,Plan Retiro,23202.67,31,Sí,2570.83,Febrero,A16,91.26,0.54,Baja,13
C00730,,Call Center,Ahorro Plus,11722.11,30,No,3383.76,Marzo,A50,93.23,0.69,Alta,43
C00731,Oeste,Agente,Plan Retiro,21846.94,24,Sí,1944.78,Febrero,A21,99.5,0.66,Media,29
